name;WKT;Country
Comune di San Giorgio di Piano;POINT(11.3833 44.65);Italy
Comune di Petilia Policastro;POINT(16.7875 39.1139);Italy
Comune di San Martino d'Agri;POINT(16.05 40.2333);Italy
Stadtgemeinde Sterzing;POINT(11.4333 46.8833);Italy
Comune di Minerbe;POINT(11.35 45.25);Italy
Montegrino Valtravaglia;POINT(8.0 45.9667);Italy
Comune di Cermenate;POINT(9.08333 45.7);Italy
Comune di Sessa Aurunca;POINT(13.9333 41.2333);Italy
Isola Dovarese;POINT(10.3 45.1667);Italy
Comune di Oliva Gessi;POINT(9.18333 45.0);Italy
Sant'Ilario dello Ionio;POINT(16.2 38.2167);Italy
Comune di Denice;POINT(8.33333 44.6);Italy
Comune di Verano Brianza;POINT(9.23333 45.6833);Italy
Comune di Aquara;POINT(15.25 40.4333);Italy
Comune di Sardigliano;POINT(8.9 44.75);Italy
Comune di Massignano;POINT(13.8 43.05);Italy
Argentera;POINT(6.93333 44.4);Italy
Carro;POINT(9.6 44.2667);Italy
Comune di Salza Irpina;POINT(14.8833 40.9167);Italy
Comune di Tigliole;POINT(8.08333 44.8833);Italy
Comune di Abbadia Lariana;POINT(9.33333 45.9);Italy
Comune di Laviano;POINT(15.3 40.7833);Italy
Comune di Pieve di Cento;POINT(11.3167 44.7167);Italy
Comune di Zinasco;POINT(9.02889 45.1275);Italy
Comune di Donato;POINT(7.86667 45.5333);Italy
Fossato di Vico;POINT(12.7667 43.3);Italy
Villeneuve;POINT(7.2075 45.7025);Italy
Comune di Suno;POINT(8.53333 45.6333);Italy
Comune di Veronella;POINT(11.3333 45.3167);Italy
Santo Stefano d'Aveto;POINT(9.45 44.5333);Italy
Limana;POINT(12.1833 46.1);Italy
Morazzone;POINT(8.83333 45.7667);Italy
Gurro;POINT(8.56667 46.085);Italy
Comune di Cavernago;POINT(9.76667 45.6333);Italy
Donnalucata;POINT(14.6408 36.7642);Italy
Comune di Sermoneta;POINT(12.9833 41.55);Italy
Piana Crixia;POINT(8.31667 44.4667);Italy
Caselle Lurani;POINT(9.33333 45.3167);Italy
Laglio;POINT(9.13333 45.8833);Italy
Comune di Laino;POINT(9.08333 45.9667);Italy
Comune di Zocca;POINT(10.8333 44.35);Italy
Olmo Gentile;POINT(8.25 44.5833);Italy
Comune di Statte;POINT(17.2167 40.5667);Italy
Roccaporena;POINT(12.9667 42.7167);Italy
Cassano Valcuvia;POINT(8.76667 45.9333);Italy
Cassano Irpino;POINT(15.0267 40.8714);Italy
Camposano;POINT(14.5333 40.95);Italy
Parella;POINT(7.78333 45.4333);Italy
Porto Recanati;POINT(13.6667 43.4333);Italy
Cirò;POINT(17.0639 39.3806);Italy
Marudo;POINT(9.33333 45.3167);Italy
Nocciano;POINT(13.9833 42.3333);Italy
Sadali;POINT(9.26667 39.8167);Italy
Comune di Pollone;POINT(7.98333 45.5667);Italy
Joppolo;POINT(15.9 38.5833);Italy
Comune di Pisticci;POINT(16.55 40.3833);Italy
Comune di Gioi;POINT(15.2167 40.2833);Italy
Comune di Laghi;POINT(11.2731 45.8236);Italy
Follina, Italy;POINT(12.1167 45.95);Italy
Comune di Serramonacesca;POINT(14.1 42.25);Italy
Comune di Gambellara;POINT(11.3333 45.4667);Italy
Mugnano di Napoli;POINT(14.2 40.9167);Italy
Sambuca Pistoiese;POINT(10.9167 43.9333);Italy
Comune di San Mauro La Bruca;POINT(15.2833 40.1167);Italy
Comune di Pescorocchiano;POINT(13.15 42.2);Italy
Tassarolo;POINT(8.76667 44.7167);Italy
Comune di Cavaion Veronese;POINT(10.7667 45.5333);Italy
Colzate;POINT(9.86667 45.8167);Italy
Filettino;POINT(13.3333 41.8833);Italy
Comune di Manciano;POINT(11.5169 42.5889);Italy
Comune di Trevi nel Lazio;POINT(13.25 41.8667);Italy
Stellanello;POINT(8.06667 44.0);Italy
Carpi;POINT(10.8833 44.7833);Italy
Comune di Rocca Massima;POINT(12.9167 41.6833);Italy
Cervignano del Friuli;POINT(13.3333 45.8167);Italy
Canal San Bovo;POINT(11.7333 46.15);Italy
Fiano;POINT(7.51667 45.2167);Italy
Cazzano Sant'Andrea;POINT(9.88333 45.8167);Italy
Controne;POINT(15.2 40.5);Italy
Comune di Tortora;POINT(15.8 39.9667);Italy
Comune di Ortezzano;POINT(13.6 43.0333);Italy
Comune di Monte San Giacomo;POINT(15.5333 40.35);Italy
Comune di Cavenago d'Adda;POINT(9.58333 45.3);Italy
Comune di Castellina in Chianti;POINT(11.2886 43.4692);Italy
San Giorgio in Bosco;POINT(11.8 45.5833);Italy
Nugoro;POINT(9.33333 40.3167);Italy
Comune di Piea;POINT(8.06667 45.0333);Italy
Comune di Pecetto di Valenza;POINT(8.67194 44.9908);Italy
Città di San Giuliano Milanese;POINT(9.28333 45.4);Italy
Comune di Sant'Agata Fossili;POINT(8.91667 44.7667);Italy
Comune di Palù;POINT(11.15 45.3167);Italy
Comune di Ronago;POINT(8.98333 45.8333);Italy
Aiduni;POINT(14.45 37.4167);Italy
Comune di Livorno;POINT(10.3167 43.55);Italy
Terzigno;POINT(14.5 40.8);Italy
Ambivere;POINT(9.55 45.7167);Italy
Commune de Rhêmes-Notre-Dame;POINT(7.1181 45.5698);Italy
Oliveri;POINT(15.0667 38.1167);Italy
Alife;POINT(14.3333 41.3333);Italy
Brittoli;POINT(13.8667 42.3167);Italy
Comune di Mendicino;POINT(16.2 39.2667);Italy
Comune di Creazzo;POINT(11.4833 45.5333);Italy
Comune di Spezzano della Sila;POINT(16.35 39.3);Italy
Gemeinde Tscherms;POINT(11.15 46.6333);Italy
Decollatura;POINT(16.35 39.05);Italy
Cornedo Vicentino;POINT(11.35 45.6167);Italy
Comune di Poggio Catino;POINT(12.7 42.3);Italy
Braù;POINT(10.3433 45.9917);Italy
Città di Bassano del Grappa;POINT(11.7333 45.7667);Italy
Comune di Viguzzolo;POINT(8.91667 44.9);Italy
Palmi;POINT(15.85 38.3667);Italy
Moncalieri;POINT(7.68333 45.0);Italy
Gemeinde Eppan an der Weinstraße;POINT(11.2667 46.45);Italy
Chiaravalle Centrale;POINT(16.4 38.6833);Italy
Comune di Dorsino;POINT(10.9 46.0667);Italy
Nola;POINT(14.5333 40.9333);Italy
Lago di Bracciano;POINT(12.2319 42.1211);Italy
Città di Chiusi;POINT(11.95 43.0167);Italy
Comune di Carloforte;POINT(8.3 39.15);Italy
Ospedalicchio;POINT(12.5039 43.0811);Italy
Comune di Alessandria;POINT(8.61667 44.9167);Italy
Città di Ragusa;POINT(14.75 36.9333);Italy
Cossogno;POINT(8.56667 46.1);Italy
Bruino;POINT(7.46667 45.0167);Italy
Comune di Morano sul Po;POINT(8.36722 45.1683);Italy
Comune di Mezzana Mortigliengo;POINT(8.18333 45.6167);Italy
Città di Santa Maria Capua Vetere;POINT(14.25 41.0833);Italy
Comune di Stroppiana;POINT(8.45 45.2167);Italy
Monticchio (AQ);POINT(13.4647 42.3208);Italy
Comune di Berzo San Fermo;POINT(9.9 45.7167);Italy
Comune di Lanzo d'Intelvi;POINT(9.03333 45.9833);Italy
Comune di Portofino;POINT(9.20778 44.3039);Italy
Comune di Castelluccio Inferiore;POINT(15.9667 40.0);Italy
Rovito;POINT(16.3167 39.3167);Italy
Comune di Valeggio sul Mincio;POINT(10.7333 45.35);Italy
Comune di Concerviano;POINT(12.9833 42.3167);Italy
Comune di Alberona;POINT(15.1167 41.4333);Italy
Borgo a Mozzano;POINT(10.5458 43.9786);Italy
Austis;POINT(9.08333 40.0667);Italy
Comune di Castiglione Messer Raimondo;POINT(13.8833 42.5333);Italy
Villa Celiera;POINT(13.85 42.3833);Italy
Noepoli;POINT(16.3333 40.0833);Italy
Corleone;POINT(13.3 37.8167);Italy
Comune di Villafranca in Lunigiana;POINT(9.95 44.2833);Italy
San Giovanni in Fiore;POINT(16.7 39.2667);Italy
Firmo;POINT(16.1667 39.7167);Italy
Plodio;POINT(8.25 44.35);Italy
Comune di Saint-Oyen;POINT(7.21667 45.8167);Italy
Maierato;POINT(16.2 38.7);Italy
Uri;POINT(8.5 40.6333);Italy
Comune di Torremaggiore;POINT(15.2833 41.6833);Italy
Osidda;POINT(9.21667 40.5167);Italy
Comune di Petruro Irpino;POINT(14.8 41.0333);Italy
Ficarra;POINT(14.8333 38.1);Italy
Fucecchio;POINT(10.8 43.7333);Italy
Santa Maria la Carità;POINT(14.5167 40.7167);Italy
Furnari;POINT(15.1167 38.1);Italy
Cerisano;POINT(16.1833 39.2833);Italy
Comune di Poggio Berni;POINT(12.4167 44.0333);Italy
Comune di Fiano Romano;POINT(12.6 42.1667);Italy
Comune di Sant'Agata di Puglia;POINT(15.3808 41.1528);Italy
Comune di Mojo Alcantara;POINT(15.05 37.9);Italy
Meduna di Livenza;POINT(12.6167 45.8);Italy
Florence;POINT(11.25 43.7833);Italy
Palazzago;POINT(9.53333 45.75);Italy
Margarita;POINT(7.68333 44.4);Italy
Cicala;POINT(16.4889 39.0208);Italy
Comune di Cerami;POINT(14.5 37.8167);Italy
Camandona;POINT(8.13333 45.6333);Italy
Vestone;POINT(10.4 45.7);Italy
Savignano sul Rubicone;POINT(12.4 44.1);Italy
Comune di Terralba;POINT(8.63333 39.7167);Italy
Siracusa;POINT(15.2833 37.0833);Italy
Comune di Ghemme;POINT(8.41667 45.6);Italy
Comune di Rosasco;POINT(8.58333 45.25);Italy
Borgomanero;POINT(8.46667 45.7);Italy
Comune di Vicoli;POINT(13.8833 42.3333);Italy
Comune di Roccabianca;POINT(10.2167 45.0);Italy
Comune di Val Masino;POINT(9.63333 46.2167);Italy
Armento;POINT(16.0667 40.3);Italy
Comune di Scigliano;POINT(16.3 39.1333);Italy
Comune di  Villa Cortese;POINT(8.88333 45.5667);Italy
Sante Marie;POINT(13.2014 42.1044);Italy
Comune di Bressana Bottarone;POINT(9.13333 45.0833);Italy
Megliadino San Vitale;POINT(11.5333 45.1833);Italy
Comune di Campana;POINT(16.8167 39.4167);Italy
Comune di Villanova sull'Arda;POINT(10.0 45.0333);Italy
Cicciano;POINT(14.5333 40.9667);Italy
Comune di Sicignano degli Alburni;POINT(15.3 40.5667);Italy
Comune di Peio;POINT(10.6667 46.3667);Italy
Comune di Grottammare;POINT(13.8658 42.9897);Italy
Comune di Caminata;POINT(9.31667 44.9167);Italy
Urbe;POINT(8.6 44.5);Italy
Comune di Cleto;POINT(16.1667 39.0833);Italy
Cori;POINT(12.9167 41.65);Italy
Comune di Alberobello;POINT(17.2333 40.7833);Italy
Boscotrecase;POINT(14.4667 40.7833);Italy
Comune di Castelfranci;POINT(15.0442 40.9322);Italy
Comune di Carisio;POINT(8.2 45.4167);Italy
Santo Stefano di Sessanio;POINT(13.645 42.3458);Italy
Comune di Cellamare;POINT(16.9292 41.0203);Italy
Commune de Donnas;POINT(7.76667 45.6);Italy
Pragelato;POINT(6.95 45.0167);Italy
Filago;POINT(9.55 45.6333);Italy
San Costanzo;POINT(13.0667 43.7667);Italy
Comune di Sciacca;POINT(13.0889 37.5092);Italy
Comune di Pontecagnano Faiano;POINT(14.8833 40.65);Italy
Comune di Carbonara di Nola;POINT(14.5833 40.8833);Italy
Comune di Siror;POINT(11.8333 46.1833);Italy
Camponogara;POINT(12.0667 45.3833);Italy
Comune di Refrontolo;POINT(12.2 45.9167);Italy
Chiusa di San Michele;POINT(7.31667 45.1);Italy
Comune di Giusvalla;POINT(8.4 44.45);Italy
Comune di Comano Terme;POINT(10.8667 46.1667);Italy
Comune di Mese;POINT(9.38333 46.3);Italy
Vodo di Cadore;POINT(12.25 46.4167);Italy
Sellia;POINT(16.6333 38.9833);Italy
Casalserugo;POINT(11.9167 45.3167);Italy
Comune di Borbona;POINT(13.1333 42.5167);Italy
Tombolo;POINT(11.8333 45.65);Italy
Gemeinde Schlanders;POINT(10.7667 46.6333);Italy
Valeggio;POINT(8.86667 45.15);Italy
Villa Castelli;POINT(17.4833 40.5833);Italy
Samugheo;POINT(8.95 39.95);Italy
Comune di Romagnano al Monte;POINT(15.45 40.6167);Italy
Comune di Gavorrano;POINT(10.91 42.925);Italy
Comune di Capriata d'Orba;POINT(8.68333 44.7167);Italy
Sessa Cilento;POINT(15.0833 40.2667);Italy
Sellero;POINT(10.3478 46.0558);Italy
Monterosso Calabro;POINT(16.2833 38.7167);Italy
Città di Andria;POINT(16.3 41.2167);Italy
Comune di Ingria;POINT(7.56667 45.4667);Italy
Città di Savigliano;POINT(7.63333 44.65);Italy
Cuneo;POINT(7.54778 44.3894);Italy
Comune di Iseo;POINT(10.05 45.65);Italy
Salemi;POINT(12.8 37.8167);Italy
Ricigliano;POINT(15.4833 40.6667);Italy
Comune di Conzano;POINT(8.455 45.0214);Italy
Comune di Toro;POINT(14.7667 41.5667);Italy
Comune di Collepasso;POINT(18.1667 40.0667);Italy
Altavilla Milicia;POINT(13.55 38.05);Italy
Mara;POINT(8.63333 40.4167);Italy
Comune di Orosei;POINT(9.7 40.3833);Italy
Comune di Villata;POINT(8.43333 45.3833);Italy
Falerone;POINT(13.4667 43.1);Italy
Trabia;POINT(13.65 38.0);Italy
Aquileia;POINT(13.3667 45.7667);Italy
Comune di Zerfaliu;POINT(8.71667 39.9667);Italy
Cornegliano Laudense;POINT(9.4 45.3);Italy
Comune di Gropparello;POINT(9.73333 44.8333);Italy
Comune di Castello di Cisterna;POINT(14.4167 40.9167);Italy
Comune di Siliqua;POINT(8.81667 39.3);Italy
Dueville;POINT(11.55 45.6333);Italy
Comune di Contigliano;POINT(12.7667 42.4167);Italy
Comune di Trebisacce;POINT(16.5333 39.8667);Italy
Comune di Neoneli;POINT(8.95 40.0667);Italy
Comune di Trezzano Rosa;POINT(9.48333 45.5833);Italy
Osio Sopra;POINT(9.58333 45.6333);Italy
Gragnano;POINT(14.5167 40.6833);Italy
Comune di Vernazza;POINT(9.68333 44.1333);Italy
Città di Desio;POINT(9.21667 45.6167);Italy
Comune di San Genesio Atesino;POINT(11.3333 46.5333);Italy
Comune di Fanna;POINT(12.75 46.1833);Italy
Villa Sant'Angelo;POINT(13.5333 42.2667);Italy
Comune di Vinovo;POINT(7.63333 44.95);Italy
Zovencedo;POINT(11.5 45.4333);Italy
Lago di Livigno;POINT(10.1933 46.6222);Italy
Invorio;POINT(8.48333 45.75);Italy
Tirano;POINT(10.1689 46.2164);Italy
Gremiasco;POINT(9.1 44.7833);Italy
Vigodarzere;POINT(11.8833 45.45);Italy
Castelcivita;POINT(15.2333 40.4833);Italy
Comune di Lemie;POINT(7.3 45.2333);Italy
Bovolenta;POINT(11.9333 45.2667);Italy
Cossoine;POINT(8.71667 40.4333);Italy
Comune di Averara;POINT(9.63333 45.9833);Italy
Comune di Reggello;POINT(11.5333 43.6833);Italy
Comune di Misilmeri;POINT(13.4514 38.0347);Italy
Comune di Velletri;POINT(12.6833 41.7);Italy
Comune di Tuili;POINT(8.96667 39.7167);Italy
Fontanile;POINT(8.41667 44.75);Italy
Comune di Crosia;POINT(16.7667 39.5667);Italy
Comune di Civitella del Tronto;POINT(13.6667 42.7667);Italy
Comune di Solonghello;POINT(8.28333 45.1333);Italy
Casalbuttano ed Uniti;POINT(9.96667 45.25);Italy
Comune di Pertosa;POINT(15.45 40.55);Italy
San Felice del Molise;POINT(14.7 41.8833);Italy
Abbiategrasso;POINT(8.91667 45.4);Italy
Comune di Braone;POINT(10.3433 45.9917);Italy
Città di Roncade;POINT(12.3667 45.6333);Italy
Comune di Ponzano Monferrato;POINT(8.26667 45.0833);Italy
Comune di Frugarolo;POINT(8.68333 44.8333);Italy
Saviore dell'Adamello;POINT(10.4006 46.0814);Italy
Comune di Pollica;POINT(15.05 40.1833);Italy
Zuccarello;POINT(8.11667 44.1167);Italy
Comune di Quarrata;POINT(10.9833 43.8475);Italy
Comune di Serravalle a Po;POINT(11.0333 45.15);Italy
Comune di Castelcovati;POINT(9.95 45.5);Italy
Menaggio;POINT(9.23333 46.0167);Italy
Comune di Castelnuovo Rangone;POINT(10.9333 44.55);Italy
Comune di Vaprio d'Agogna;POINT(8.55 45.6);Italy
La Loggia;POINT(7.66667 44.9667);Italy
Comune di Bormio;POINT(10.3667 46.4667);Italy
Comune di Pontecurone;POINT(8.91667 44.95);Italy
Credera Rubbiano;POINT(9.66667 45.3);Italy
Comune di Campofilone;POINT(13.8167 43.0833);Italy
Province of Gorizia;POINT(13.6234 45.9398);Italy
Comune di Cariati;POINT(16.95 39.5);Italy
Trovo;POINT(9.03333 45.2833);Italy
Comune di Spadafora;POINT(15.3833 38.2333);Italy
Poggibonsi;POINT(11.15 43.4667);Italy
Comune di Notaresco;POINT(13.9 42.65);Italy
Comune di San Benedetto Val di Sambro;POINT(11.2333 44.2167);Italy
Comune di Bioglio;POINT(8.13333 45.6333);Italy
Aviatico;POINT(9.76667 45.7833);Italy
Comune di San Marco in Lamis;POINT(15.6333 41.7167);Italy
Comune di Cordignano;POINT(12.4167 45.95);Italy
Comune di  Monterotondo Marittimo;POINT(10.85 43.0);Italy
Comune di Pozzuolo del Friuli;POINT(13.2 45.9833);Italy
Comune di Valva;POINT(15.2667 40.7333);Italy
Comune di Borgolavezzaro;POINT(8.7 45.3167);Italy
Comune di Pramaggiore;POINT(12.7333 45.8167);Italy
Dignano;POINT(12.9333 46.0833);Italy
Feletto;POINT(7.75 45.3);Italy
San Lorenzello;POINT(14.55 41.2667);Italy
Comune di Castrignano de' Greci;POINT(18.3 40.2);Italy
Brez;POINT(11.1 46.4333);Italy
Comune di Santa Maria la Longa;POINT(13.3 45.9333);Italy
Comune di Canna;POINT(16.5 40.1);Italy
Comune di Quinzano d'Oglio;POINT(9.98333 45.3167);Italy
Kurtatsch;POINT(11.2167 46.3167);Italy
Comune di Castiglione del Genovesi;POINT(14.85 40.7333);Italy
Commune de Bionaz;POINT(7.41667 45.8667);Italy
Comune di Vivaro;POINT(12.7833 46.0833);Italy
Comune di Oriolo Romano;POINT(12.1383 42.1592);Italy
Ozieri;POINT(9.0 40.5833);Italy
Comune di Vallarsa;POINT(11.1167 45.7833);Italy
Taurasi;POINT(14.95 41.0);Italy
Comune di Ronciglione;POINT(12.2 42.2833);Italy
Comune di Vaglia;POINT(11.2833 43.9167);Italy
Bolbeno;POINT(10.7333 46.0333);Italy
Comune di Montefalcione;POINT(14.8847 40.9625);Italy
Comune di Rocca Grimalda;POINT(8.64944 44.6725);Italy
Comune di Palagianello;POINT(16.9667 40.6167);Italy
Comune di Fiorano al Serio;POINT(9.83333 45.8);Italy
Comune di Cantarana;POINT(8.03333 44.9);Italy
Comune di Valle Lomellina;POINT(8.66667 45.15);Italy
Comune di Sarnonico;POINT(11.15 46.4167);Italy
Vigonovo;POINT(12.05 45.3833);Italy
Comune di Crecchio;POINT(14.3333 42.3);Italy
Comune di Villa Castelli;POINT(17.4833 40.5833);Italy
Pianengo;POINT(9.7 45.4);Italy
Comune di Trivero;POINT(8.16667 45.6667);Italy
Lavagno;POINT(11.1333 45.4333);Italy
Marano di Napoli;POINT(14.1833 40.9);Italy
Comune di Sorrento;POINT(14.3761 40.6261);Italy
Comune di Monteciccardo;POINT(12.8 43.8167);Italy
Comune di Polignano a Mare;POINT(17.05 41.0);Italy
Costermano;POINT(10.7333 45.5833);Italy
Guardia dei Lombardi;POINT(15.2097 40.9547);Italy
Monteforte d'Alpone;POINT(11.2833 45.4167);Italy
Comune di Moltrasio;POINT(9.1 45.8667);Italy
Comune di Fraconalto;POINT(8.86667 44.5833);Italy
Comune di Canzo;POINT(9.26667 45.85);Italy
Garbagna;POINT(9.0 44.7833);Italy
Comune di Maglione;POINT(8.01667 45.35);Italy
Amblar;POINT(11.15 46.4);Italy
Ponte San Nicolò;POINT(11.9333 45.3667);Italy
Comune di Arignano;POINT(7.9 45.05);Italy
Castelli Calepio;POINT(9.9 45.6333);Italy
Comune di Perdaxius;POINT(8.61667 39.1667);Italy
Bojano;POINT(14.4667 41.4833);Italy
Sexten;POINT(12.35 46.7);Italy
Comune di Arcisate;POINT(8.86667 45.8667);Italy
Nocara;POINT(16.4833 40.1);Italy
Comune di Cisano Bergamasco;POINT(9.48333 45.7167);Italy
Comune di Malfa;POINT(14.8333 38.5833);Italy
Parre;POINT(9.9 45.8667);Italy
Comune di Murisengo;POINT(8.13333 45.0833);Italy
Schiavon;POINT(11.65 45.7);Italy
Cimitile;POINT(14.5333 40.9333);Italy
Castrezzato;POINT(9.98333 45.5167);Italy
Comune di Castelmauro;POINT(14.7167 41.8333);Italy
Sapri;POINT(15.6333 40.0667);Italy
Comune di Farindola;POINT(13.8167 42.4333);Italy
Bèrs;POINT(10.2806 45.9317);Italy
L'Aquila;POINT(13.3945 42.35);Italy
Comune di Corropoli;POINT(13.8333 42.8167);Italy
Selva di Cadore;POINT(12.0333 46.45);Italy
Comune di Silvano d'Orba;POINT(8.66667 44.6833);Italy
Comune di Bovegno;POINT(10.2667 45.7833);Italy
Rezzato;POINT(10.2333 45.5333);Italy
Bré;POINT(10.3056 45.9586);Italy
Comune di Arcinazzo Romano;POINT(13.1167 41.8833);Italy
Comune di Melito Irpino;POINT(15.0533 41.1042);Italy
Comune di Dubino;POINT(9.45 46.15);Italy
Comune di Novoli;POINT(18.05 40.3833);Italy
Bergamasco;POINT(8.45 44.8167);Italy
Muggia;POINT(13.7667 45.6);Italy
Sorbo San Basile;POINT(16.5694 39.0189);Italy
Salle;POINT(13.9667 42.1833);Italy
Comune di San Gervasio Bresciano;POINT(10.15 45.3);Italy
Comune di San Bartolomeo Val Cavargna;POINT(9.15 46.0833);Italy
Comune di Arola;POINT(8.35 45.8);Italy
Roncadelle;POINT(10.15 45.5333);Italy
Fiesole;POINT(11.2919 43.8072);Italy
Comune di San Severino Lucano;POINT(16.1333 40.0167);Italy
Bogliasco;POINT(9.06667 44.3833);Italy
Comune di Olevano sul Tusciano;POINT(15.0167 40.65);Italy
Comune di Cottanello;POINT(12.6833 42.4167);Italy
Comune di Camastra;POINT(13.8 37.25);Italy
Giardinello;POINT(13.15 38.0833);Italy
Comune di Pisogne;POINT(10.1081 45.8108);Italy
Comune di San Pietro in Cariano;POINT(10.8833 45.5167);Italy
Campo San Martino;POINT(11.8167 45.55);Italy
Comune di Rieti;POINT(12.8667 42.4);Italy
Comune di Chienes;POINT(11.8333 46.8167);Italy
Rapone;POINT(15.5 40.85);Italy
Marktgemeinde Sand in Taufers;POINT(11.9556 46.9211);Italy
Comune di Sandigliano;POINT(8.03333 45.5);Italy
Comune di Sant'Angelo Limosano;POINT(14.6 41.7);Italy
Comune di Gambugliano;POINT(11.4333 45.5833);Italy
Gussago;POINT(10.15 45.6);Italy
Montevarchi;POINT(11.57 43.5286);Italy
Comune di Santa Domenica Talao;POINT(15.85 39.8167);Italy
Comune di Mazzin;POINT(11.7 46.45);Italy
Comune di Zibello;POINT(10.1333 45.0167);Italy
Castelfranco Veneto;POINT(11.9333 45.6667);Italy
Cerda;POINT(13.8167 37.9);Italy
Comune di Ossimo;POINT(10.2314 45.9469);Italy
Montecorice;POINT(14.9839 40.2342);Italy
Comune di Monastier di Treviso;POINT(12.4333 45.65);Italy
Comune di Villasimius;POINT(9.51667 39.1333);Italy
Fabbrica Curone;POINT(9.13333 44.7833);Italy
Comune di Morciano di Romagna;POINT(12.65 43.9167);Italy
Comune di Caspoggio;POINT(9.86667 46.2667);Italy
Comune di Fara Vicentino;POINT(11.55 45.7333);Italy
Lake Misurina;POINT(12.2539 46.5819);Italy
Chambave;POINT(7.55 45.75);Italy
Comune di Fara in Sabina;POINT(12.7333 42.2167);Italy
Comune di Minucciano;POINT(10.2167 44.1667);Italy
Perarolo di Cadore;POINT(12.35 46.4);Italy
Comune di Albiano d'Ivrea;POINT(7.95 45.4333);Italy
Comune di Mombello di Torino;POINT(7.91667 45.05);Italy
Samarate;POINT(8.78333 45.6167);Italy
Villa Zeno;POINT(12.6431 45.7003);Italy
Comune di Spessa;POINT(9.35 45.1167);Italy
Comune di Santa Caterina Albanese;POINT(16.0667 39.5833);Italy
Comune di Villamassargia;POINT(8.63333 39.2833);Italy
Comune di Roncadelle;POINT(10.15 45.5333);Italy
Sommacampagna;POINT(10.85 45.4);Italy
Comune di Roccaforte Ligure;POINT(9.03333 44.6833);Italy
Salzano;POINT(12.1167 45.5333);Italy
Comune di Barlassina;POINT(9.13333 45.65);Italy
Comune di Aldino;POINT(11.35 46.3667);Italy
Pimonte;POINT(14.5167 40.6667);Italy
Savoia di Lucania;POINT(15.55 40.5667);Italy
Prata d'Ansidonia;POINT(13.6092 42.2789);Italy
Druento;POINT(7.58333 45.1333);Italy
Tavazzano con Villavesco;POINT(9.5 45.2333);Italy
Lago del Segrino;POINT(9.26667 45.8167);Italy
Comune di Cavriana;POINT(10.6 45.35);Italy
Comune di Sala Consilina;POINT(15.6 40.4);Italy
Comune di Tramonti di Sotto;POINT(12.8 46.2833);Italy
Posada;POINT(9.71667 40.6333);Italy
Commune de Verrès;POINT(7.7 45.6667);Italy
Battipaglia;POINT(14.9833 40.6167);Italy
Comune di Casciana Terme;POINT(10.6192 43.5281);Italy
Comune di Montaldo Torinese;POINT(7.85 45.0667);Italy
Rovereto;POINT(11.05 45.8833);Italy
Bova Marina;POINT(15.9167 37.9333);Italy
Comune di Villadeati;POINT(8.16667 45.0667);Italy
Comune di Rignano Garganico;POINT(15.5833 41.6833);Italy
Comune di Grondona;POINT(8.96667 44.7);Italy
Comune di Terzo;POINT(8.41667 44.6667);Italy
Parish church of Saints Ippolito and Cassiano;POINT(10.55 43.6833);Italy
Comune di Poggio Moiano;POINT(12.8833 42.2);Italy
Ortueri;POINT(8.98333 40.0333);Italy
Comune di Ro;POINT(11.75 44.9333);Italy
Cotronei;POINT(16.7778 39.1611);Italy
Comune di Castel San Vincenzo;POINT(14.0667 41.65);Italy
Comune di Cremolino;POINT(8.6 44.6167);Italy
Comune di Valmozzola;POINT(9.88333 44.5667);Italy
Comune di Sostegno;POINT(8.26667 45.65);Italy
Comune di Pontelandolfo;POINT(14.6833 41.2833);Italy
Comune di Arizzano;POINT(8.58333 45.9667);Italy
Saliceto;POINT(8.16667 44.4167);Italy
Comune di Onifai;POINT(9.05 40.0333);Italy
Comune di Avio;POINT(10.95 45.7333);Italy
San Nazario;POINT(11.6833 45.8333);Italy
Comune di Vervò;POINT(11.1167 46.3);Italy
Comune di Vadena;POINT(11.3 46.4167);Italy
Comune di Callabiana;POINT(8.05 45.6);Italy
Masera;POINT(8.3 46.1667);Italy
Comune di Palazzo Pignano;POINT(9.56667 45.3833);Italy
Thiene;POINT(11.4778 45.7083);Italy
Montemagno;POINT(8.31667 44.9833);Italy
Calvanico;POINT(14.8333 40.7833);Italy
Comune di Maruggio;POINT(17.5736 40.3228);Italy
